InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalSales,Month,DayOfWeek,Hour
574022,23084,RABBIT NIGHT LIGHT,48,2011-11-02 12:20:00,1.79,12594,Italy,85.92,November,Wednesday,12
579399,23245,SET OF 3 REGENCY CAKE TINS,3,2011-11-29 12:09:00,4.95,13137,United Kingdom,14.850000000000001,November,Tuesday,12
552108,21931,JUMBO STORAGE BAG SUKI,1,2011-05-06 11:36:00,2.08,17841,United Kingdom,2.08,May,Friday,11
578270,21218,RED SPOTTY BISCUIT TIN,1,2011-11-23 13:39:00,8.29,14096,United Kingdom,8.29,November,Wednesday,13
540953,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2,2011-01-12 13:16:00,0.42,14587,United Kingdom,0.84,January,Wednesday,13
560895,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-07-21 17:12:00,2.95,13089,United Kingdom,17.700000000000003,July,Thursday,17
576832,22630,DOLLY GIRL LUNCH BOX,12,2011-11-16 15:01:00,1.95,13102,United Kingdom,23.4,November,Wednesday,15
544339,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-02-18 09:04:00,2.95,15228,United Kingdom,17.700000000000003,February,Friday,9
545105,22899,CHILDREN'S APRON DOLLY GIRL ,12,2011-02-28 11:58:00,2.1,12598,France,25.200000000000003,February,Monday,11
563430,22297,HEART IVORY TRELLIS SMALL,24,2011-08-16 11:50:00,1.25,14918,United Kingdom,30.0,August,Tuesday,11
570488,23183,MOTHER'S KITCHEN SPOON REST ,2,2011-10-10 17:12:00,7.46,14096,United Kingdom,14.92,October,Monday,17
548808,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,2011-04-04 12:55:00,11.95,17774,United Kingdom,23.9,April,Monday,12
579098,21985,PACK OF 12 HEARTS DESIGN TISSUES ,4,2011-11-28 11:18:00,0.39,14606,United Kingdom,1.56,November,Monday,11
537262,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2010-12-06 11:26:00,1.95,15039,United Kingdom,19.5,December,Monday,11
571064,20828,GLITTER BUTTERFLY CLIPS,2,2011-10-13 14:48:00,2.55,17181,United Kingdom,5.1,October,Thursday,14
552202,47566,PARTY BUNTING,8,2011-05-06 14:51:00,4.95,12414,Austria,39.6,May,Friday,14
559984,23207,LUNCH BAG ALPHABET DESIGN,1,2011-07-14 11:45:00,1.65,16657,United Kingdom,1.65,July,Thursday,11
572986,22024,RAINY LADIES BIRTHDAY CARD,12,2011-10-27 10:51:00,0.42,12681,France,5.04,October,Thursday,10
538208,22110,BIRD HOUSE HOT WATER BOTTLE,1,2010-12-10 11:39:00,2.55,14037,United Kingdom,2.55,December,Friday,11
543801,22358,KINGS CHOICE TEA CADDY ,1,2011-02-13 11:52:00,2.95,17811,United Kingdom,2.95,February,Sunday,11
567304,23408,PHOTO FRAME LINEN AND LACE SMALL,3,2011-09-19 13:27:00,2.08,14704,United Kingdom,6.24,September,Monday,13
568390,21260,FIRST AID TIN,6,2011-09-27 10:08:00,3.25,17811,United Kingdom,19.5,September,Tuesday,10
558761,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-07-03 12:52:00,6.95,15033,United Kingdom,13.9,July,Sunday,12
554380,85174,S/4 CACTI CANDLES,8,2011-05-24 11:45:00,4.95,16709,United Kingdom,39.6,May,Tuesday,11
558196,22674,FRENCH TOILET SIGN BLUE METAL,6,2011-06-27 12:38:00,1.25,16033,United Kingdom,7.5,June,Monday,12
551653,22192,BLUE DINER WALL CLOCK,2,2011-05-03 12:03:00,8.5,13282,United Kingdom,17.0,May,Tuesday,12
536623,22815,CARD PSYCHEDELIC APPLES,24,2010-12-02 10:39:00,0.42,15601,United Kingdom,10.08,December,Thursday,10
539333,22507,MEMO BOARD RETROSPOT  DESIGN,4,2010-12-17 09:52:00,4.95,13627,United Kingdom,19.8,December,Friday,9
542420,22348,TEA BAG PLATE RED RETROSPOT,6,2011-01-27 18:05:00,0.85,17180,United Kingdom,5.1,January,Thursday,18
552036,22514,CHILDS GARDEN SPADE BLUE,2,2011-05-05 19:16:00,2.1,12748,United Kingdom,4.2,May,Thursday,19
546486,15058A,BLUE POLKADOT GARDEN PARASOL,1,2011-03-14 11:41:00,7.95,15039,United Kingdom,7.95,March,Monday,11
550631,22626,BLACK KITCHEN SCALES,2,2011-04-19 14:51:00,8.5,15225,United Kingdom,17.0,April,Tuesday,14
579458,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-11-29 14:38:00,4.95,16549,United Kingdom,4.95,November,Tuesday,14
575324,23398,HANGING HEART BONHEUR,12,2011-11-09 13:45:00,0.85,14240,United Kingdom,10.2,November,Wednesday,13
581020,23242,TREASURE TIN BUFFALO BILL ,48,2011-12-07 10:12:00,1.85,17511,United Kingdom,88.80000000000001,December,Wednesday,10
567850,23188,VINTAGE  2 METER FOLDING RULER,12,2011-09-22 13:18:00,1.65,15067,United Kingdom,19.799999999999997,September,Thursday,13
568346,22077,6 RIBBONS RUSTIC CHARM,6,2011-09-26 15:28:00,3.29,14096,United Kingdom,19.740000000000002,September,Monday,15
570229,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2011-10-09 13:30:00,4.95,15756,United Kingdom,4.95,October,Sunday,13
537852,22197,SMALL POPCORN HOLDER,13,2010-12-08 15:56:00,0.85,17340,United Kingdom,11.049999999999999,December,Wednesday,15
572762,22960,JAM MAKING SET WITH JARS,6,2011-10-26 09:50:00,4.25,15240,United Kingdom,25.5,October,Wednesday,9
542629,22629,SPACEBOY LUNCH BOX ,24,2011-01-31 09:57:00,1.95,12731,France,46.8,January,Monday,9
547387,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-03-22 16:00:00,1.95,12539,Spain,19.5,March,Tuesday,16
565431,23196,VINTAGE LEAF MAGNETIC NOTEPAD,5,2011-09-04 13:15:00,1.45,14965,United Kingdom,7.25,September,Sunday,13
564093,22770,MIRROR CORNICE,2,2011-08-23 10:29:00,14.95,14930,Channel Islands,29.9,August,Tuesday,10
574591,23531,WALL ART BIG LOVE ,3,2011-11-06 10:47:00,6.95,15745,United Kingdom,20.85,November,Sunday,10
542103,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-01-25 13:26:00,1.25,13198,United Kingdom,30.0,January,Tuesday,13
567092,22083,PAPER CHAIN KIT RETROSPOT,6,2011-09-16 12:48:00,2.95,13196,United Kingdom,17.700000000000003,September,Friday,12
575059,23333,IVORY WICKER HEART MEDIUM,1,2011-11-08 12:25:00,1.25,14071,United Kingdom,1.25,November,Tuesday,12
568591,21930,JUMBO STORAGE BAG SKULLS,10,2011-09-28 10:39:00,2.08,17088,United Kingdom,20.8,September,Wednesday,10
567288,21154,RED RETROSPOT OVEN GLOVE ,2,2011-09-19 11:49:00,1.25,16906,United Kingdom,2.5,September,Monday,11
577038,23266,SET OF 3 WOODEN STOCKING DECORATION,6,2011-11-17 13:30:00,1.25,14796,United Kingdom,7.5,November,Thursday,13
540093,22117,METAL SIGN HER DINNER IS SERVED ,2,2011-01-04 15:24:00,2.95,16725,United Kingdom,5.9,January,Tuesday,15
569246,84915,HAND TOWEL PINK FLOWER AND DAISY,1,2011-10-03 09:57:00,4.13,14096,United Kingdom,4.13,October,Monday,9
536531,22727,ALARM CLOCK BAKELIKE RED ,9,2010-12-01 13:23:00,3.75,15485,United Kingdom,33.75,December,Wednesday,13
564489,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,2011-08-25 14:13:00,4.15,15950,United Kingdom,16.6,August,Thursday,14
541596,72741,GRAND CHOCOLATECANDLE,9,2011-01-19 16:19:00,1.45,17602,United Kingdom,13.049999999999999,January,Wednesday,16
554094,85169C,EAU DE NIL LOVE BIRD CANDLE,1,2011-05-22 12:49:00,1.25,15716,United Kingdom,1.25,May,Sunday,12
559330,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,4,2011-07-07 15:44:00,3.29,17696,United Kingdom,13.16,July,Thursday,15
552658,22778,GLASS CLOCHE SMALL,1,2011-05-10 14:57:00,3.95,14534,United Kingdom,3.95,May,Tuesday,14
539103,21348,PINK SPOTS CHOCOLATE NESTING BOXES ,24,2010-12-16 10:38:00,2.55,16985,United Kingdom,61.199999999999996,December,Thursday,10
569037,82482,WOODEN PICTURE FRAME WHITE FINISH,3,2011-09-30 10:45:00,2.95,13263,United Kingdom,8.850000000000001,September,Friday,10
543466,22481,BLACK TEA TOWEL CLASSIC DESIGN,12,2011-02-08 14:34:00,1.25,16713,United Kingdom,15.0,February,Tuesday,14
556828,23321,SMALL WHITE HEART OF WICKER,3,2011-06-15 10:39:00,1.65,17284,United Kingdom,4.949999999999999,June,Wednesday,10
543166,22846,BREAD BIN DINER STYLE RED ,1,2011-02-04 08:27:00,16.95,13488,United Kingdom,16.95,February,Friday,8
550467,85200,BUNNY EGG BOX,2,2011-04-18 13:36:00,1.25,18009,United Kingdom,2.5,April,Monday,13
562454,84510C,SET OF 4 POLKADOT COASTERS,10,2011-08-05 10:31:00,1.25,15128,United Kingdom,12.5,August,Friday,10
566018,21533,RETROSPOT LARGE MILK JUG,2,2011-09-08 12:42:00,4.95,13137,United Kingdom,9.9,September,Thursday,12
546753,20969,RED FLORAL FELTCRAFT SHOULDER BAG,2,2011-03-16 13:00:00,3.75,16383,United Kingdom,7.5,March,Wednesday,13
566572,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-09-13 12:52:00,1.65,13488,United Kingdom,19.799999999999997,September,Tuesday,12
573336,20983,12 PENCILS TALL TUBE RED RETROSPOT,4,2011-10-30 11:37:00,0.85,17372,United Kingdom,3.4,October,Sunday,11
572335,22865,HAND WARMER OWL DESIGN,12,2011-10-24 10:27:00,2.1,14493,United Kingdom,25.200000000000003,October,Monday,10
553341,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-05-16 12:25:00,2.95,16293,United Kingdom,17.700000000000003,May,Monday,12
554098,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-05-22 13:01:00,1.25,14769,United Kingdom,7.5,May,Sunday,13
562371,22627,MINT KITCHEN SCALES,2,2011-08-04 14:30:00,8.5,13709,United Kingdom,17.0,August,Thursday,14
575087,21790,VINTAGE SNAP CARDS,1,2011-11-08 13:57:00,0.85,16549,United Kingdom,0.85,November,Tuesday,13
573388,23286,BLUE VINTAGE SPOT BEAKER,8,2011-10-30 14:44:00,0.85,14895,United Kingdom,6.8,October,Sunday,14
549845,23000,TRAVEL CARD WALLET TRANSPORT,11,2011-04-12 14:22:00,0.42,16729,United Kingdom,4.62,April,Tuesday,14
572457,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-10-24 12:44:00,2.08,12594,Italy,20.8,October,Monday,12
563229,21135,VICTORIAN  METAL POSTCARD SPRING,1,2011-08-14 15:35:00,1.69,17988,United Kingdom,1.69,August,Sunday,15
554157,20728,LUNCH BAG CARS BLUE,2,2011-05-23 11:33:00,1.65,18283,United Kingdom,3.3,May,Monday,11
563557,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-08-17 13:33:00,1.65,15786,United Kingdom,19.799999999999997,August,Wednesday,13
553739,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-05-19 09:23:00,2.95,14895,United Kingdom,17.700000000000003,May,Thursday,9
565665,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,2011-09-05 17:44:00,1.45,15856,United Kingdom,5.8,September,Monday,17
554261,21889,WOODEN BOX OF DOMINOES,1,2011-05-23 12:32:00,1.25,16033,United Kingdom,1.25,May,Monday,12
574841,22580,ADVENT CALENDAR GINGHAM SACK,3,2011-11-07 11:42:00,5.95,14156,EIRE,17.85,November,Monday,11
552779,22729,ALARM CLOCK BAKELIKE ORANGE,4,2011-05-11 12:13:00,3.75,13013,United Kingdom,15.0,May,Wednesday,12
572058,23052,RECYCLED ACAPULCO MAT TURQUOISE,1,2011-10-20 12:43:00,8.25,18252,United Kingdom,8.25,October,Thursday,12
580884,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,6,2011-12-06 12:21:00,0.29,15907,United Kingdom,1.7399999999999998,December,Tuesday,12
543812,21790,VINTAGE SNAP CARDS,1,2011-02-13 14:40:00,0.85,17472,United Kingdom,0.85,February,Sunday,14
580672,22541,MINI JIGSAW LEAP FROG,3,2011-12-05 14:29:00,0.19,17920,United Kingdom,0.5700000000000001,December,Monday,14
576213,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,3,2011-11-14 12:47:00,0.29,18117,United Kingdom,0.8699999999999999,November,Monday,12
571676,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,2,2011-10-18 13:29:00,0.29,16910,United Kingdom,0.58,October,Tuesday,13
557136,21441,BLUE BIRDHOUSE DECORATION,12,2011-06-17 09:23:00,0.85,14911,EIRE,10.2,June,Friday,9
559032,23241,TREASURE TIN GYMKHANA DESIGN,6,2011-07-05 14:53:00,2.08,17511,United Kingdom,12.48,July,Tuesday,14
546254,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2011-03-10 14:45:00,1.25,14727,United Kingdom,15.0,March,Thursday,14
579559,21899,GARAGE KEY FOB,1,2011-11-30 11:30:00,0.65,16764,United Kingdom,0.65,November,Wednesday,11
568877,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,10,2011-09-29 12:31:00,2.95,14680,United Kingdom,29.5,September,Thursday,12
548740,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2011-04-04 11:34:00,2.95,13319,United Kingdom,17.700000000000003,April,Monday,11
566171,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,2011-09-09 12:22:00,8.5,18118,United Kingdom,8.5,September,Friday,12
577337,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1,2011-11-18 14:51:00,3.75,15494,United Kingdom,3.75,November,Friday,14
564322,22355,CHARLOTTE BAG SUKI DESIGN,100,2011-08-24 13:23:00,0.72,13694,United Kingdom,72.0,August,Wednesday,13
560078,21116,OWL DOORSTOP,3,2011-07-14 16:12:00,4.95,16040,United Kingdom,14.850000000000001,July,Thursday,16
579124,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1,2011-11-28 12:14:00,1.45,15721,United Kingdom,1.45,November,Monday,12
537769,22834,HAND WARMER BABUSHKA DESIGN,1,2010-12-08 12:17:00,2.1,15021,United Kingdom,2.1,December,Wednesday,12
572858,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2,2011-10-26 12:36:00,2.95,13571,United Kingdom,5.9,October,Wednesday,12
555835,21061,PARTY INVITES FOOTBALL,1,2011-06-07 12:34:00,0.85,14525,United Kingdom,0.85,June,Tuesday,12
572837,23221,REINDEER HEART DECORATION SILVER,12,2011-10-26 12:01:00,0.83,14754,United Kingdom,9.959999999999999,October,Wednesday,12
560285,22348,TEA BAG PLATE RED RETROSPOT,12,2011-07-18 09:21:00,0.85,14944,United Kingdom,10.2,July,Monday,9
571654,22580,ADVENT CALENDAR GINGHAM SACK,1,2011-10-18 12:17:00,5.95,18118,United Kingdom,5.95,October,Tuesday,12
555515,23283,DOORMAT VINTAGE LEAVES DESIGN ,5,2011-06-05 10:47:00,7.95,17690,United Kingdom,39.75,June,Sunday,10
568701,20719,WOODLAND CHARLOTTE BAG,10,2011-09-28 15:07:00,0.85,13924,United Kingdom,8.5,September,Wednesday,15
572513,17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,1,2011-10-24 14:36:00,0.85,16728,United Kingdom,0.85,October,Monday,14
565851,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,2011-09-07 13:06:00,0.95,14911,EIRE,11.399999999999999,September,Wednesday,13
574470,23508,MINI PLAYING CARDS DOLLY GIRL ,6,2011-11-04 11:56:00,0.42,12748,United Kingdom,2.52,November,Friday,11
544271,21245,GREEN POLKADOT PLATE ,8,2011-02-17 11:46:00,1.69,17083,United Kingdom,13.52,February,Thursday,11
576099,23392,SPACEBOY ROCKET LOLLY MAKERS,6,2011-11-14 10:28:00,2.08,13021,United Kingdom,12.48,November,Monday,10
546383,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-03-11 12:54:00,1.25,13654,United Kingdom,15.0,March,Friday,12
566495,21481,FAWN BLUE HOT WATER BOTTLE,2,2011-09-13 11:14:00,3.75,15529,United Kingdom,7.5,September,Tuesday,11
544461,22675,FRENCH KITCHEN SIGN BLUE METAL,24,2011-02-20 14:08:00,1.25,13744,United Kingdom,30.0,February,Sunday,14
567303,23265,SET OF 3 WOODEN TREE DECORATIONS,12,2011-09-19 13:20:00,1.25,17613,United Kingdom,15.0,September,Monday,13
565235,22709,WRAP WEDDING DAY,25,2011-09-02 09:43:00,0.42,13418,United Kingdom,10.5,September,Friday,9
561056,22650,CERAMIC PIRATE CHEST MONEY BANK,12,2011-07-24 13:17:00,1.45,13477,United Kingdom,17.4,July,Sunday,13
546538,82580,BATHROOM METAL SIGN,12,2011-03-14 14:51:00,0.55,16327,United Kingdom,6.6000000000000005,March,Monday,14
576339,84859C,PINK DISCO HANDBAG,1,2011-11-14 15:27:00,4.13,14096,United Kingdom,4.13,November,Monday,15
551342,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2011-04-28 08:34:00,0.65,16099,United Kingdom,15.600000000000001,April,Thursday,8
540247,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-01-05 15:56:00,2.95,15464,United Kingdom,8.850000000000001,January,Wednesday,15
578026,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,2011-11-22 13:29:00,0.85,17659,United Kingdom,8.5,November,Tuesday,13
576189,22367,CHILDRENS APRON SPACEBOY DESIGN,2,2011-11-14 11:33:00,1.95,14684,United Kingdom,3.9,November,Monday,11
578354,23569,TRADTIONAL ALPHABET STAMP SET,4,2011-11-24 10:12:00,4.95,17139,United Kingdom,19.8,November,Thursday,10
577613,21913,VINTAGE SEASIDE JIGSAW PUZZLES,4,2011-11-21 10:02:00,3.75,14911,EIRE,15.0,November,Monday,10
574741,22197,POPCORN HOLDER,8,2011-11-06 16:13:00,0.85,15993,United Kingdom,6.8,November,Sunday,16
559112,22699,ROSES REGENCY TEACUP AND SAUCER ,2,2011-07-06 11:59:00,2.95,17315,United Kingdom,5.9,July,Wednesday,11
566010,22835,HOT WATER BOTTLE I AM SO POORLY,2,2011-09-08 12:05:00,4.95,13700,United Kingdom,9.9,September,Thursday,12
571214,23002,TRAVEL CARD WALLET SKULLS,11,2011-10-14 12:56:00,0.42,14390,United Kingdom,4.62,October,Friday,12
575628,22119,PEACE WOODEN BLOCK LETTERS,1,2011-11-10 13:31:00,6.95,12844,United Kingdom,6.95,November,Thursday,13
552182,22848,BREAD BIN DINER STYLE PINK,1,2011-05-06 13:38:00,16.95,14180,United Kingdom,16.95,May,Friday,13
571318,22139,RETROSPOT TEA SET CERAMIC 11 PC ,24,2011-10-17 10:50:00,4.95,17404,Sweden,118.80000000000001,October,Monday,10
559329,22993,SET OF 4 PANTRY JELLY MOULDS,36,2011-07-07 15:41:00,1.25,15241,United Kingdom,45.0,July,Thursday,15
576217,23100,SILVER BELLS TABLE DECORATION,1,2011-11-14 12:56:00,1.25,17081,United Kingdom,1.25,November,Monday,12
570333,21169,YOU'RE CONFUSING ME METAL SIGN ,1,2011-10-10 12:19:00,1.69,18126,United Kingdom,1.69,October,Monday,12
537351,21219,SET/4 BADGES BALLOON GIRL,10,2010-12-06 12:23:00,1.25,16898,United Kingdom,12.5,December,Monday,12
560555,20984,12 PENCILS TALL TUBE POSY,2,2011-07-19 13:01:00,0.29,14178,United Kingdom,0.58,July,Tuesday,13
562282,23232,WRAP VINTAGE LEAF DESIGN,50,2011-08-04 10:38:00,0.42,13098,United Kingdom,21.0,August,Thursday,10
536539,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2010-12-01 14:03:00,7.95,15165,United Kingdom,15.9,December,Wednesday,14
574336,23389,SPACEBOY MINI BACKPACK,4,2011-11-04 09:52:00,4.15,12397,Belgium,16.6,November,Friday,9
562688,20728,LUNCH BAG CARS BLUE,4,2011-08-08 13:53:00,1.65,13869,United Kingdom,6.6,August,Monday,13
562199,21232,STRAWBERRY CERAMIC TRINKET BOX,2,2011-08-03 12:20:00,1.25,12748,United Kingdom,2.5,August,Wednesday,12
568137,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2011-09-25 10:34:00,1.65,12488,France,39.599999999999994,September,Sunday,10
575066,23487,SWEET HEART CAKE CARRIER,1,2011-11-08 12:42:00,9.95,13668,United Kingdom,9.95,November,Tuesday,12
559807,23160,REGENCY TEA SPOON,1,2011-07-12 14:48:00,1.25,17841,United Kingdom,1.25,July,Tuesday,14
565409,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-09-04 11:15:00,1.25,16761,United Kingdom,30.0,September,Sunday,11
575219,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,72,2011-11-09 11:17:00,0.36,17511,United Kingdom,25.919999999999998,November,Wednesday,11
548470,22139,RETROSPOT TEA SET CERAMIC 11 PC ,12,2011-03-31 12:36:00,4.95,12782,Portugal,59.400000000000006,March,Thursday,12
569326,22634,CHILDS BREAKFAST SET SPACEBOY ,8,2011-10-03 12:47:00,8.5,14360,United Kingdom,68.0,October,Monday,12
569246,84988,SET OF 72 PINK HEART PAPER DOILIES,1,2011-10-03 09:57:00,2.92,14096,United Kingdom,2.92,October,Monday,9
550130,90185C,BLACK DIAMANTE EXPANDABLE RING,6,2011-04-14 13:17:00,4.25,14390,United Kingdom,25.5,April,Thursday,13
554507,21206,STRAWBERRY HONEYCOMB  GARLAND ,12,2011-05-24 15:29:00,1.65,15513,United Kingdom,19.799999999999997,May,Tuesday,15
572703,22055,MINI CAKE STAND  HANGING STRAWBERY,1,2011-10-25 14:35:00,1.65,16110,United Kingdom,1.65,October,Tuesday,14
549844,21899,"KEY FOB , GARAGE DESIGN",7,2011-04-12 14:17:00,0.65,12854,United Kingdom,4.55,April,Tuesday,14
560366,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,4,2011-07-18 12:19:00,4.25,16859,United Kingdom,17.0,July,Monday,12
537395,21175,GIN + TONIC DIET METAL SIGN,2,2010-12-06 14:05:00,2.1,15356,United Kingdom,4.2,December,Monday,14
541265,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,2011-01-16 16:23:00,1.95,17609,United Kingdom,3.9,January,Sunday,16
566276,22705,WRAP GREEN PEARS ,25,2011-09-11 14:00:00,0.42,13450,United Kingdom,10.5,September,Sunday,14
558111,23091,ZINC HERB GARDEN CONTAINER,1,2011-06-26 16:06:00,6.25,17114,United Kingdom,6.25,June,Sunday,16
578953,20752,BLUE POLKADOT WASHING UP GLOVES,2,2011-11-27 14:50:00,2.1,13546,United Kingdom,4.2,November,Sunday,14
538999,22423,REGENCY CAKESTAND 3 TIER,16,2010-12-15 12:09:00,10.95,16003,United Kingdom,175.2,December,Wednesday,12
574721,23512,EMBROIDERED RIBBON REEL ROSIE,1,2011-11-06 14:43:00,2.08,17920,United Kingdom,2.08,November,Sunday,14
555106,22539,MINI JIGSAW DOLLY GIRL,24,2011-05-31 14:14:00,0.42,12790,Netherlands,10.08,May,Tuesday,14
566451,22896,PEG BAG APPLES DESIGN,3,2011-09-12 16:14:00,2.55,18069,United Kingdom,7.6499999999999995,September,Monday,16
570223,23209,LUNCH BAG VINTAGE DOILY ,2,2011-10-09 13:11:00,1.65,15787,United Kingdom,3.3,October,Sunday,13
571065,21213,PACK OF 72 SKULL CAKE CASES,24,2011-10-13 14:59:00,0.55,12613,Germany,13.200000000000001,October,Thursday,14
554075,21789,KIDS RAIN MAC PINK,24,2011-05-22 11:29:00,0.85,16038,United Kingdom,20.4,May,Sunday,11
565397,22937,BAKING MOULD CHOCOLATE CUPCAKES,1,2011-09-02 16:43:00,2.55,14171,United Kingdom,2.55,September,Friday,16
547881,21993,FLORAL FOLK STATIONERY SET,1,2011-03-27 16:08:00,2.95,13110,United Kingdom,2.95,March,Sunday,16
548714,22429,ENAMEL MEASURING JUG CREAM,1,2011-04-03 15:07:00,4.25,17337,United Kingdom,4.25,April,Sunday,15
572061,21989,PACK OF 20 SKULL PAPER NAPKINS,12,2011-10-20 12:53:00,0.85,12474,Germany,10.2,October,Thursday,12
571441,21917,SET 12 KIDS  WHITE CHALK STICKS,1,2011-10-17 13:31:00,0.83,14096,United Kingdom,0.83,October,Monday,13
541596,21976,PACK OF 60 MUSHROOM CAKE CASES,1,2011-01-19 16:19:00,0.55,17602,United Kingdom,0.55,January,Wednesday,16
580399,48111,DOORMAT 3 SMILEY CATS,1,2011-12-04 11:45:00,8.25,13471,United Kingdom,8.25,December,Sunday,11
545085,21390,FILIGRIS HEART WITH BUTTERFLY,24,2011-02-28 11:19:00,1.25,15039,United Kingdom,30.0,February,Monday,11
571937,21636,MADRAS NOTEBOOK MEDIUM,12,2011-10-20 09:28:00,0.75,14911,EIRE,9.0,October,Thursday,9
540163,16161P,WRAP ENGLISH ROSE ,25,2011-01-05 11:52:00,0.42,13089,United Kingdom,10.5,January,Wednesday,11
570292,23533,WALL ART GARDEN HAVEN ,3,2011-10-10 11:59:00,5.95,13418,United Kingdom,17.85,October,Monday,11
551868,23231,WRAP DOILEY DESIGN,25,2011-05-04 16:29:00,0.42,12540,Spain,10.5,May,Wednesday,16
552852,22979,PANTRY WASHING UP BRUSH,6,2011-05-11 15:08:00,1.45,16712,United Kingdom,8.7,May,Wednesday,15
549293,21463,MIRRORED DISCO BALL ,1,2011-04-07 19:16:00,5.95,17883,United Kingdom,5.95,April,Thursday,19
543197,22929,SCHOOL DESK AND CHAIR ,1,2011-02-04 12:36:00,65.0,12842,United Kingdom,65.0,February,Friday,12
544074,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-02-15 14:49:00,1.25,14156,EIRE,15.0,February,Tuesday,14
555573,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,2011-06-05 15:46:00,0.42,15349,United Kingdom,5.04,June,Sunday,15
563430,21710,FOLDING UMBRELLA PINKWHITE POLKADOT,8,2011-08-16 11:50:00,4.95,14918,United Kingdom,39.6,August,Tuesday,11
562542,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,2011-08-05 15:40:00,0.42,17377,United Kingdom,5.04,August,Friday,15
